id,ACTION
1,0.7475329097603561
2,0.9610442439300325
3,0.9969781004264504
4,0.9381680008217128
5,0.9940462227927906
6,0.9969579421176108
7,0.9846175920065299
8,0.9948323445255145
9,0.6193571889901865
10,0.9716360257547769
11,0.9911989183334143
12,0.9286504305884207
13,0.9189503283883962
14,0.7867798634432644
15,0.9627506613301785
16,0.9743835579643916
17,0.9077860507172747
18,0.8909633435372062
19,0.9757328777481742
20,0.9800998747287746
21,0.9985205351236977
22,0.9226982447517446
23,0.9015692505596491
24,0.9559971191424091
25,0.9388992103080182
26,0.9700632184814635
27,0.9337683680811804
28,0.7216993422733293
29,0.9810302273979146
30,0.9052131267499867
31,0.9545279171298021
32,0.9603536543819807
33,0.9642782705922001
34,0.9678676530915775
35,0.93818076726855415
36,0.9791634742345954
37,0.9534929795999021
38,0.9858164931112982
39,0.8857742174841129
40,0.8773838102122045
41,0.9028864458007998
42,0.9949205743569131
43,0.9601560378142587
44,0.9616971557784565
45,0.9623757999374801
46,0.950210691240607
47,0.9978109202035035
48,0.9288440957689371
49,0.9935808518042148
50,0.9791152304815529
51,0.9811999501289081
52,0.9685158512557347
53,0.9683265281129231
54,0.9743908748765422
55,0.9063641600601822
56,0.8923686043139339
57,0.9560541725455869
58,0.9957898884587553
59,0.9623228828366416
60,0.9812547745839523
61,0.996212357529241
62,0.9758282305499464
63,0.9500533048217497
64,0.9849420525009165
65,0.9937348011336966
66,0.9898673016414938
67,0.9209879408248342
68,0.980834321252667
69,0.9550076641966909
70,0.7956873362225623
71,0.943943772830079
72,0.9802561901079164
73,0.9562432777473974
74,0.9831847211684053
75,0.9722370444354418
76,0.9841845684932358
77,0.9905594516267637
78,0.9303314730415524
79,0.9304909056011484
80,0.9964056418458186
81,0.9897681043272085
82,0.9807938166968417
83,0.9849756708655718
84,0.9847500859582538
85,0.9676099827706522
86,0.9133231695841966
87,0.9439940308311979
88,0.9956721157426369
89,0.9845523885659008
90,0.9412896337916328
91,0.9730734920075677
92,0.9258008754483678
93,0.998206171704355
94,0.9134731931027638
95,0.9965314786995176
96,0.9400979452844814
97,0.8554200379003957
98,0.9702977292621717
99,0.9905810664152745
100,0.9835619807045792
101,0.9629052116890096
102,0.755909840707315
103,0.9697717823474956
104,0.8812369166043064
105,0.891324927635009
106,0.9873839803993552
107,0.9922906550864142
108,0.9256525857543981
109,0.9748817930879881
110,0.974789277093431
111,0.9166932530335906
112,0.9517437971358307
113,0.9740066903201139
114,0.996675592712712
115,0.9582394297589164
116,0.9409530512141344
117,0.9658754718094931
118,0.9917010499445488
119,0.9992298171393409
120,0.9855508670417408
121,0.9905810870429375
122,0.9803531429820329
123,0.8970961671869603
124,0.9752472676786732
125,0.9975460058655821
126,0.8995122942736454
127,0.6924879963531904
128,0.9234875196143332
129,0.889720682923671
130,0.9404538170732729
131,0.9917381234261329
132,0.9582576488867385
133,0.9670369155453499
134,0.8517705140015666
135,0.9964885986395547
136,0.8927469548395714
137,0.9758009109861345
138,0.9657584406688126
139,0.8740319320343203
140,0.9774306012782987
141,0.9958691341097679
142,0.9085684848867848
143,0.982859166981006
144,0.97787742297557
145,0.998199115354515
146,0.8633833559650479
147,0.6561767934892401
148,0.948575964413593
149,0.990417860664027
150,0.9740695821310258
151,0.9703778796536185
152,0.9783391352008098
153,0.9735273553461304
154,0.936773722696236
155,0.9585589279755974
156,0.9792859748828956
157,0.9814589985674677
158,0.9318018625376603
159,0.9895619352655843
160,0.9151675163839551
161,0.6887013442092016
162,0.9869776267669593
163,0.9793887830615463
164,0.9875862947460464
165,0.9775453662015036
166,0.9935738093325602
167,0.9542232713333096
168,0.992286243879484
169,0.9144116658197295
170,0.9838404753937239
171,0.9715428379864102
172,0.9709025923614266
173,0.9733922177614434
174,0.9927180779948918
175,0.9899500503893833
176,0.9749135267419196
177,0.905621177690576
178,0.9975709382774012
179,0.9981691707368411
180,0.6561767934892401
181,0.5739663159897332
182,0.9404538170732729
183,0.9585198653636506
184,0.9398730434314233
185,0.9804585801428937
186,0.668023918699181
187,0.9919702064165882
188,0.9413255115148302
189,0.8686821950893201
190,0.977623422747052
191,0.9989512541419843
192,0.9494317956558205
193,0.9987512586973232
194,0.9826254191188585
195,0.9800775480486438
196,0.9990845257058905
197,0.9828435466315525
198,0.9468178444936616
199,0.9742799665273336
200,0.5781810306600293
201,0.9473839222209127
202,0.9295349839232818
203,0.9017356173894672
204,0.9492364965602007
205,0.9871904027485894
206,0.9790556500790641
207,0.9710045862193943
208,0.9589443691550522
209,0.9039454077304863
210,0.9801473734590957
211,0.9661003812547272
212,0.8730051530319838
213,0.9931499124481158
214,0.9246369860778422
215,0.9934568471130331
216,0.9561808094383795
217,0.9716954684989431
218,0.9897351995723599
219,0.9933649987756699
220,0.9348543067362477
221,0.9121091063858615
222,0.9920193872687049
223,0.9859665123792569
224,0.8628580207976857
225,0.9843929153373802
226,0.9387627829649227
227,0.876197233787021
228,0.9164408788790614
229,0.994672942398571
230,0.9762167625722558
231,0.9609978487835786
232,0.9065143271931366
233,0.9641852160995594
234,0.930160185617744
235,0.9649223489251536
236,0.8923078110751784
237,0.985499376333471
238,0.9386737907530157
239,0.9639050794888713
240,0.977625154695475
241,0.9537984778647396
242,0.7895745490529467
243,0.9121157134263244
244,0.9959935833461957
245,0.8341765471679631
246,0.9839244672117875
247,0.9553572573833709
248,0.9664123021884062
249,0.9845227332956901
250,0.979209209560926
251,0.9904879323868833
252,0.9639190211361591
253,0.9915283065549927
254,0.9851453846531849
255,0.9933490898434596
256,0.9605520940738773
257,0.973413412831134
258,0.8328097860368033
259,0.9065549379195927
260,0.9991201658633373
261,0.9891269014994272
262,0.9512483366558294
263,0.9750458486952365
264,0.9848996487929361
265,0.9718913768325177
266,0.9589443691550522
267,0.9186494153688093
268,0.983850967598367
269,0.9845227332956901
270,0.9598384693002103
271,0.9686776633550483
272,0.9152014203483267
273,0.9215759695674466
274,0.9745894286183229
275,0.9792793726907205
276,0.9094695770673797
277,0.9901801850599122
278,0.9910502057121756
279,0.9381624941203878
280,0.9025740835823797
281,0.9993878466319879
282,0.9642429891302401
283,0.8482312418254003
284,0.9585133401355913
285,0.9752457544190066
286,0.9812049959098291
287,0.9958459230842541
288,0.9914600596893376
289,0.8630373325203038
290,0.9718913768325177
291,0.8235691884578972
292,0.9544902974099637
293,0.9697819016704233
